Name	Control	Control	Control	Control	Control	Control	Control	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient
---	1.2987600000000001	1.21425	0.8996799999999999	0.600279	1.29767	1.1031799999999998	1.11564	0.9472	1.00841	1.26736	1.52577	0.9929309999999999	1.36085	1.11564	1.01115	0.9457709999999999	1.4537799999999999	1.11564	0.810657	1.26552	1.1737
RFK	5.45176	5.43797	5.29589	5.58	5.68867	5.5711900000000005	5.43161	5.41289	5.15795	5.3846	5.55145	5.35545	5.3185400000000005	5.51635	5.22877	5.72826	5.36089	5.55968	5.39276	5.69989	5.49193
---	0.793991	0.669808	0.465225	0.800891	0.985931	1.02159	0.778845	0.745418	0.7319680000000001	0.9109290000000001	0.644005	1.45804	0.924155	0.874449	0.71328	0.889014	0.89033	0.495857	0.7419060000000001	0.9372969999999999	0.920314
PRUNE2	2.65699	2.8555	2.62885	2.2067900000000003	2.70457	2.42557	2.5478099999999997	2.87776	2.54855	2.77766	3.19408	2.9794	4.16518	3.41396	3.0084299999999997	2.7738400000000003	2.7386	3.3365	2.76388	3.88392	4.0616900000000005
PRUNE2	1.48001	1.3220399999999999	1.515	1.48841	1.31724	1.3575700000000002	1.55778	1.34928	1.38869	1.515	1.40509	1.5951600000000001	1.51173	1.5099799999999999	1.21908	1.3220399999999999	1.41016	1.8403	1.57951	1.29816	1.47902
GNA14	1.8062900000000002	1.6393099999999998	2.10303	1.6581400000000002	1.7048599999999998	1.63364	1.6866400000000001	2.0091	1.83648	1.9058700000000002	1.94355	1.8740299999999999	1.9981799999999998	1.7157099999999998	2.01762	1.98045	1.87608	1.9886099999999998	1.89095	2.05857	1.9788599999999998
RNU6-1303P	0.765163	0.641926	0.9444889999999999	0.671284	0.865776	0.8815219999999999	0.819564	0.874296	0.887383	1.17774	0.755497	0.927574	0.906625	0.717479	1.06615	0.68789	1.0393	1.0733	0.69072	0.7156239999999999	0.8430200000000001
GNAQ	8.85674	8.9456	8.98515	8.90371	8.847560000000001	8.78577	8.62797	9.7943	7.97313	9.62164	9.72519	7.91438	9.36855	8.17136	9.64926	9.29778	9.50596	8.89753	9.08586	8.897730000000001	9.154119999999999
---	2.6329700000000003	2.3987	2.2749	2.4861400000000002	2.3987	2.22126	2.50478	2.5417	2.23469	2.6120200000000002	2.70621	2.32214	2.10931	2.25832	2.2780299999999998	2.23768	2.08127	2.85817	2.37405	2.5385299999999997	2.29608
---	1.41782	1.07677	0.9445620000000001	1.07228	1.2100799999999998	1.2100799999999998	1.09439	1.2100799999999998	1.29092	1.4392200000000002	1.11123	1.34801	1.43219	1.14337	1.01115	1.36899	1.41841	1.2377	1.1195	1.2100799999999998	1.56355
---	0.605946	0.47633400000000004	0.839325	0.44720299999999996	0.507037	0.48462200000000005	0.471521	0.802628	0.857157	0.746605	0.344326	0.5948899999999999	1.10219	0.5672699999999999	0.604689	0.539032	0.845405	0.507037	0.48825100000000005	0.5948899999999999	1.2696
TLE1	3.78931	4.375369999999999	3.9728199999999996	4.34782	4.61587	4.6155	4.05232	4.89987	4.53862	4.48718	4.2354	4.1910099999999995	4.45955	4.0649	4.4714599999999995	3.9771199999999998	4.7269	3.67507	4.73936	4.010280000000001	4.110869999999999
RNU6-1035P	2.80341	2.23855	2.51359	2.40735	2.50453	2.6003700000000003	2.72058	2.50723	2.28163	2.81786	2.67406	2.66642	2.17443	2.43945	2.45609	2.49778	2.17257	2.43114	3.0141	2.50773	2.60625
---	1.8053400000000002	2.05556	2.75402	2.48482	2.74498	2.0736	3.09272	2.48482	1.44649	3.50751	3.2591	2.34096	2.3389	1.9756799999999999	3.28062	3.97266	2.48482	1.54986	1.92783	2.4689900000000002	2.43233
RASEF	1.32952	1.29898	1.18381	1.45194	1.60943	1.3271899999999999	1.37124	1.31756	1.32433	1.29164	1.31756	1.3810200000000001	1.7593299999999998	1.27043	1.1287200000000002	1.22196	1.12599	1.65805	1.22488	1.4249100000000001	1.19925
FRMD3	4.4873400000000006	4.41075	4.29157	3.97191	4.2800199999999995	4.10893	4.49378	4.91071	4.99835	4.49378	4.00231	4.27163	4.70725	4.3341400000000005	4.62615	4.6643300000000005	5.5092	5.197780000000001	4.49378	4.60384	4.70394
RNU4-15P	1.0807	1.13588	1.04141	1.0620100000000001	1.01199	1.11135	1.73045	1.11135	1.0224	1.11135	1.04976	0.883531	1.179	1.49244	1.01076	0.81507	1.12342	0.933786	1.44371	1.33346	1.23785
UBQLN1	7.69592	7.68376	7.76916	7.73645	7.705080000000001	7.7597	7.54788	7.54148	7.79374	7.9203	7.7367300000000006	7.904089999999999	7.65378	7.94446	7.7367300000000006	7.798780000000001	7.666239999999999	7.52785	8.11476	7.8983	7.59428
GKAP1	2.1469099999999997	1.79057	2.02159	2.0056	1.9377900000000001	2.2601400000000003	1.63032	1.35144	2.2092400000000003	2.44937	2.07501	2.3006599999999997	1.8487099999999999	2.67211	1.78214	2.23544	1.86926	1.8615700000000002	2.38021	1.7501099999999998	1.8775
KIF27	5.57354	5.46849	5.2663	6.00322	6.0858	5.1336900000000005	4.77936	5.2765	5.6197	6.205430000000001	5.274380000000001	5.00865	5.387490000000001	5.06489	4.75183	6.3166400000000005	5.56039	4.8707199999999995	5.13098	5.06806	5.387490000000001
C9orf64	5.42995	5.4820199999999994	5.68662	5.70706	5.39056	5.50508	5.2419199999999995	6.05518	5.69552	5.82442	5.58695	5.5109699999999995	5.66521	5.78136	6.03937	5.7314300000000005	5.77022	5.56711	5.605580000000001	5.668130000000001	5.6639
HNRNPK	9.54066	9.7208	9.58301	9.69898	9.637939999999999	9.67651	9.68711	9.52292	9.472389999999999	9.358239999999999	9.54411	9.10789	9.60448	9.62582	9.80282	9.77435	9.23105	9.5679	9.459439999999999	9.46321	9.321110000000001
SLC28A3	2.59987	2.6510599999999998	2.98581	2.92882	2.0885	2.73413	2.39709	3.3254599999999996	2.3681099999999997	2.3681099999999997	4.47825	2.19125	3.2863	2.30613	3.98573	4.26652	4.50398	4.06134	2.30481	5.7657300000000005	3.7863900000000004
---	1.10774	1.01055	0.99949	1.02905	1.06797	1.08504	1.04227	1.25	1.1528200000000002	1.04926	0.9546190000000001	1.17849	0.903542	1.01055	1.18006	0.9208649999999999	1.08504	0.890552	0.935628	1.33346	1.2216
---	2.64836	3.44995	3.305	3.6714900000000004	2.20598	2.8424099999999997	2.71886	2.80745	2.79508	2.7067200000000002	3.3529699999999996	3.09839	3.11347	2.84214	3.07044	3.22526	2.48579	3.03051	3.3706199999999997	3.14125	2.20421
---	3.4036800000000005	3.5497199999999998	3.1070900000000004	3.64621	3.26589	3.4036800000000005	3.5616800000000004	3.08555	4.09888	3.27506	3.4740800000000003	3.5045800000000003	3.4036800000000005	3.22192	3.33295	3.4854199999999995	3.5461699999999996	3.4036800000000005	2.98334	3.5210000000000004	3.49597
AGTPBP1	7.30731	7.45085	7.47439	7.67718	7.3924199999999995	7.240489999999999	7.5583100000000005	8.4414	7.4257	7.756069999999999	8.57125	6.5126800000000005	8.05606	7.296930000000001	8.16117	8.22759	7.7566	7.320939999999999	7.381939999999999	7.952719999999999	7.4231
GOLM1	4.67126	5.28284	4.79849	4.89957	4.469040000000001	4.5218	4.5227	4.5218	4.33657	4.39529	3.8150800000000005	4.36049	4.26921	4.5218	4.27618	4.5515099999999995	4.37699	4.5218	4.51485	4.5218	4.6273
C9orf153	2.32433	1.41367	1.6056700000000002	1.84423	1.7315599999999998	1.5465200000000001	1.8577299999999999	1.5465200000000001	1.72397	1.7315599999999998	2.10185	2.68534	1.5937700000000001	1.61515	1.3608200000000001	1.6056700000000002	1.7058200000000001	1.8115700000000001	1.86083	2.569	1.7173599999999998
RN7SKP264	4.43158	4.8453	4.46495	4.7313	4.2705	4.514390000000001	4.514390000000001	4.6775	3.87764	4.42946	4.65729	4.75094	4.75634	4.50534	4.49538	4.28742	4.29159	4.79422	4.379580000000001	4.6366	4.6402
ISCA1	6.921010000000001	6.24404	6.74936	6.91003	6.4239999999999995	6.392919999999999	6.58707	5.95695	5.73174	7.09868	6.58707	7.59198	6.46957	5.97015	5.90941	6.697310000000001	6.338830000000001	7.253639999999999	7.148110000000001	7.134510000000001	6.92679
ZCCHC6	8.05327	8.15741	8.21117	8.159460000000001	7.8079600000000005	7.80921	7.83358	7.923589999999999	7.90734	8.183860000000001	7.4554100000000005	6.43661	7.90995	7.5216199999999995	7.6264899999999995	8.25787	8.20771	7.098039999999999	6.88667	7.334969999999999	7.52235
RNU2-36P	2.43193	2.19247	2.00529	2.38939	2.12423	2.04838	1.9847299999999999	2.43193	2.37183	2.54981	2.11755	2.3528	2.2145799999999998	2.19247	2.19247	2.24959	2.0777200000000002	1.94725	2.17322	2.3869599999999997	2.28475
GAS1	3.77636	3.9108099999999997	3.7380699999999996	3.96875	3.75598	3.95077	3.9447099999999997	3.49651	3.43088	4.22187	3.7699	4.09181	3.8539199999999996	3.53205	3.5919800000000004	3.8273599999999997	3.8029599999999997	3.5723	3.7709300000000003	4.03964	3.694
LOC440173	2.56853	2.3695	1.73167	1.4446	1.88599	1.7628700000000002	1.6828900000000002	1.5310700000000002	1.35935	2.2932	1.83	2.63021	1.88583	1.39368	2.31618	2.15405	1.7955400000000001	2.52498	1.64924	2.1719	1.6597
LOC494127	3.27643	3.31339	3.31339	3.3734800000000003	3.37276	3.16167	3.31339	3.1001	3.5725599999999997	3.31339	3.4208199999999995	3.10648	3.5960900000000002	2.82681	3.6657900000000003	3.5230599999999996	3.8026400000000002	3.2221599999999997	3.1505	3.22464	3.2597400000000003
LOC392364	3.3435300000000003	3.54432	3.3735800000000005	3.09015	3.3665800000000004	3.50346	3.4509	3.26693	2.88619	3.6184	3.24464	3.73959	3.46685	2.78176	3.52259	3.3313300000000003	3.1969	3.8963400000000004	3.15897	3.6126400000000003	3.3665800000000004
CDK20	3.17286	3.2928900000000003	3.14341	3.0122299999999997	3.0560400000000003	3.31158	3.0560400000000003	2.89946	2.9612700000000003	3.2207	2.81677	3.3357699999999997	3.02185	3.04965	2.8403099999999997	2.80477	3.1337599999999997	3.4389199999999995	3.02296	3.19406	2.9285900000000002
SPATA31C1	3.3882199999999996	3.45508	3.4126300000000005	3.54914	3.41013	3.57045	3.3977800000000005	3.3548199999999997	3.41939	3.6052199999999996	3.90095	3.14272	3.36133	3.40423	3.32562	3.5237800000000004	3.38027	3.38985	3.06285	3.02866	3.0158099999999997
SHC3	3.4801900000000003	3.44222	3.5364	3.3678	3.31365	3.4758	3.51275	3.03505	3.39077	3.7056	3.36887	3.648	3.1261799999999997	2.86888	3.39972	3.40381	3.3486	3.6848	3.60883	3.4761300000000004	3.48904
SEMA4D	6.7245800000000004	6.5212900000000005	6.6694	6.1988199999999996	6.16111	6.28863	5.79509	6.2959	6.37028	7.41799	6.03256	5.7893300000000005	6.24277	6.53737	6.18447	6.39776	7.03953	5.74405	5.48304	5.61998	6.7072899999999995
SEMA4D	8.33734	8.33363	8.391580000000001	8.181519999999999	8.2282	8.3388	8.05375	8.03342	8.08651	8.52603	7.99742	7.25977	7.8799600000000005	8.05391	7.71868	7.992839999999999	8.46976	7.93945	7.80111	7.13855	8.276489999999999
---	5.94905	6.24949	6.19183	6.15926	6.19402	6.00821	6.10122	6.00821	6.10301	6.1957699999999996	6.20464	5.5679099999999995	5.72997	5.87453	5.80317	6.0307	6.22356	5.94495	5.43415	5.78078	5.83129
LOC102724237	1.91212	2.01054	2.17803	2.0072799999999997	1.93819	1.55538	1.62598	1.7465400000000002	1.89955	2.20248	1.9996599999999998	1.7103700000000002	1.91212	1.6761599999999999	1.9988599999999999	2.08728	1.91212	1.78332	1.82092	1.91212	1.9607900000000003
DIRAS2	3.26285	3.1248400000000003	3.03879	2.87478	3.0853	3.1126400000000003	3.32824	3.00623	2.98351	3.3033300000000003	3.09185	3.04819	3.08668	2.88118	3.05845	3.2774699999999997	2.8286	3.07213	2.83238	3.5480400000000003	3.06831
OR7E109P	5.15126	5.02281	5.04761	4.59207	5.35784	5.18339	5.0815	4.78137	5.1799599999999995	4.3915	4.585780000000001	5.13711	4.9206	5.16788	4.666930000000001	4.12745	4.52462	5.22811	4.81082	4.80117	4.6781
AUH	6.23227	6.23227	6.23227	6.23227	6.250030000000001	6.3308800000000005	6.316319999999999	5.89184	5.95298	6.26743	6.329	6.2391	6.23227	6.1543	6.0929	6.17101	6.02081	6.39769	6.36457	6.411569999999999	6.05083
NFIL3	6.3600699999999994	6.19897	6.28824	6.60809	6.15426	5.88908	6.27095	7.9435199999999995	7.32733	7.902539999999999	7.961060000000001	6.08522	7.553310000000001	6.46512	7.52528	7.66215	7.456510000000001	6.28942	6.6053	6.59173	6.803319999999999
ROR2	2.67817	2.7955799999999997	2.78993	2.80671	2.7899	2.80671	2.8111200000000003	2.94099	2.51498	3.12031	2.56367	3.25929	2.42523	2.8122700000000003	2.69847	2.8437099999999997	2.72972	3.00437	2.90721	2.89568	2.8122700000000003
SPTLC1	5.93684	6.0944199999999995	6.02086	5.95259	6.05835	5.85647	6.02855	6.67563	6.33089	6.088509999999999	6.5951	5.75424	6.14446	6.11885	6.5115099999999995	6.2320400000000005	6.10845	5.98573	6.04951	5.913069999999999	5.9256
---	1.7713	1.9337799999999998	2.11666	2.2194599999999998	1.95997	2.02563	2.09973	1.7424400000000002	1.7346	1.8487900000000002	1.6852599999999998	1.66325	1.71497	1.9011099999999999	1.55049	1.53306	1.6852900000000002	1.74272	1.38964	1.9760099999999998	1.8038299999999998
IARS	6.775110000000001	6.91215	6.954839999999999	6.612369999999999	6.95245	7.02895	7.0276	6.694610000000001	7.46125	5.7214	6.9031	7.6904	6.65879	7.73976	6.96621	6.25659	6.081169999999999	6.99948	8.05258	6.50761	6.727069999999999
NOL8	5.56429	5.4939	5.7278400000000005	5.42943	5.60609	5.7304	5.6925099999999995	5.45429	5.65006	4.646059999999999	5.37806	5.44984	5.5455	6.3543400000000005	5.40827	5.36436	5.28282	5.5887	5.97429	5.38395	5.44974
OGN	1.80487	1.70155	1.70155	1.6103299999999998	1.77415	1.6287200000000002	1.5129	1.4803	1.64083	2.25982	1.5249	1.70155	1.7866	1.67701	1.44926	1.70155	1.99922	1.70155	1.6755099999999998	1.7644400000000002	1.8673799999999998
OMD	1.1048200000000001	1.0099799999999999	1.09259	0.9547979999999999	0.692531	1.07206	0.8970799999999999	0.887023	0.9547979999999999	0.9547979999999999	0.9547979999999999	0.717529	1.04515	0.839325	0.839325	0.9547979999999999	0.9774959999999999	0.984973	0.9547979999999999	0.887023	0.64673
ASPN	1.08188	0.887343	1.07083	1.0872	0.935212	1.08188	0.990497	0.912733	1.2841	1.15802	1.2109999999999999	1.08188	1.2763799999999998	0.981389	1.15791	1.08188	1.1297	0.8393579999999999	1.02556	1.11361	1.35647
ECM2	1.41506	1.3019999999999998	1.2963200000000001	1.3049600000000001	1.29635	1.3019999999999998	1.2748700000000002	1.27637	1.2359	1.23326	1.27217	1.33975	1.31946	1.26695	1.20377	1.50102	1.3628	1.19807	1.23119	1.57277	1.3851
---	0.6774100000000001	0.6092270000000001	0.5357109999999999	0.5146390000000001	0.390966	0.699679	0.5430619999999999	0.701529	0.8104100000000001	0.874713	0.612031	0.8180689999999999	0.790027	0.75864	0.658752	0.561495	0.542985	0.731704	0.769304	1.0562	0.666354
IPPK	4.89157	4.92779	4.910909999999999	4.7225	4.88972	4.65434	4.7589999999999995	5.03386	4.97907	4.72843	5.38989	4.74959	4.939769999999999	5.33293	5.25692	4.80819	5.038530000000001	5.02501	5.0549800000000005	4.695930000000001	4.972580000000001
BICD2	6.19811	6.47611	6.4724699999999995	6.24664	6.2340599999999995	6.16774	6.04707	6.46234	6.04306	6.72128	6.34415	5.29983	7.007789999999999	6.19499	6.4440599999999995	6.81071	6.92243	6.36468	6.01063	6.24604	6.61033
ZNF484	4.705019999999999	5.36228	5.15409	4.4968900000000005	5.77557	5.08641	5.43036	4.82092	5.26804	4.29314	5.31265	5.008430000000001	5.06313	5.43858	4.61344	4.85952	4.33374	4.90356	5.42742	4.737769999999999	4.75934
NINJ1	7.05766	6.9801899999999995	7.00881	7.227710000000001	6.8098600000000005	6.71582	6.760330000000001	6.995019999999999	7.07195	7.4423699999999995	7.08662	5.73335	7.073869999999999	6.7480199999999995	7.40671	7.36103	7.1745600000000005	6.84927	5.230119999999999	6.5193	7.12673
C9orf129	8.389660000000001	8.67463	8.45478	8.07873	8.34879	8.0754	8.08793	8.12665	8.33168	8.31737	7.7265	7.76117	8.486939999999999	8.55895	8.16066	8.37384	8.75582	8.114980000000001	7.917739999999999	7.89835	8.454130000000001
FAM120AOS	5.97647	5.86215	6.121090000000001	6.17824	6.15008	6.05957	5.90379	6.2182900000000005	6.4228	6.33896	5.757619999999999	6.29194	6.11934	5.98854	6.35154	6.20239	6.04499	6.09534	6.06864	6.16337	6.121090000000001
---	1.4706700000000001	1.1599899999999999	0.905236	0.9704729999999999	1.0949	0.9773540000000001	1.1212	1.1856799999999998	1.13305	1.1830200000000002	1.10121	1.2054200000000002	1.38294	0.905236	1.13305	1.16735	1.10857	0.8905270000000001	1.03464	1.57009	1.36097
BARX1	5.1647	4.9299599999999995	4.8377099999999995	4.92661	4.92661	4.92214	5.0655	4.8212	4.91324	5.04853	5.0774300000000006	5.36656	4.54995	4.68228	4.64403	4.9676599999999995	5.02869	5.03713	5.12707	4.929469999999999	4.97931
NUTM2F	4.03515	4.02571	4.07822	4.19388	4.0889	4.0633300000000006	4.032369999999999	4.24064	3.85889	4.08588	4.30201	4.20688	3.8295199999999996	3.6632800000000003	4.0846	4.11305	4.2618	4.0846	4.12909	3.98921	4.26697
---	3.51369	4.03251	3.5939400000000004	3.2887199999999996	3.4117599999999997	3.4160000000000004	3.7363199999999996	4.51516	4.2638300000000005	3.85851	4.55811	3.27774	4.29164	3.8864099999999997	4.565840000000001	4.51659	4.40304	3.7524900000000003	4.10499	4.565840000000001	4.26368
FBP2	2.1640200000000003	2.64558	2.3254099999999998	2.19368	1.92093	2.35494	1.9152200000000001	1.96297	2.08748	2.19368	2.08748	2.3141700000000003	2.57927	2.19368	2.2831200000000003	2.08325	2.1640200000000003	2.66371	2.19368	2.2480700000000002	2.14491
FBP1	6.32434	6.470269999999999	6.47941	6.34591	6.32596	6.3621	6.35083	6.20822	6.06246	5.89228	5.32691	4.92415	6.32434	5.83558	7.3799399999999995	7.0446	6.5267	6.3356699999999995	4.9394800000000005	6.40465	7.01193
FANCC	3.8772599999999997	3.39894	3.53074	3.25958	3.87987	3.73759	3.06372	3.3363	4.04099	3.53074	3.2604599999999997	4.00927	3.56986	3.7516300000000005	3.44965	3.08288	3.31998	3.53074	4.32788	3.3667300000000004	3.53074
---	4.3000300000000005	4.4701	4.1102300000000005	4.22394	4.5061800000000005	4.3000300000000005	4.13247	4.468369999999999	4.31214	4.205019999999999	4.25143	4.47924	4.16984	4.17951	4.3000300000000005	4.161919999999999	4.55755	4.38293	4.37809	3.89109	4.3680900000000005
MT1P1	7.66211	7.6737899999999994	8.125760000000001	7.66489	7.60003	7.3079	7.305810000000001	9.57509	8.390410000000001	8.120230000000001	8.14888	7.63893	7.40115	7.89623	8.285060000000001	7.6887	7.97474	7.810389999999999	7.42548	9.26478	8.14077
PTCH1	5.12459	5.1142900000000004	5.36334	4.97296	5.510330000000001	4.5868400000000005	4.77911	4.19641	4.55628	4.44881	4.31691	4.4862400000000004	4.53174	4.5038800000000005	3.88464	4.11198	3.9653199999999997	4.4533	4.47916	4.163069999999999	3.79552
LINC00476	5.65436	5.172969999999999	5.25095	5.5006699999999995	5.34978	5.471	5.40316	5.08809	5.27378	5.1146199999999995	5.390219999999999	5.1344199999999995	5.390219999999999	5.25095	5.283440000000001	4.72347	5.07776	5.02381	5.229480000000001	5.18345	4.89222
---	2.5716900000000003	2.7588	2.59255	2.34239	2.2789599999999997	2.46318	2.54018	2.40148	2.51556	2.97821	2.4842400000000002	2.3921799999999998	2.54985	2.2524599999999997	2.77996	3.00034	2.48734	2.58671	3.0322400000000003	3.07461	2.58671
HSD17B3	2.0571099999999998	2.2189400000000004	1.81603	2.47622	2.27703	2.1171599999999997	1.9826599999999999	2.12594	2.08429	2.24998	1.97527	2.11433	1.9285	1.82624	1.83864	1.92855	2.08491	1.95975	2.47735	2.15234	1.9878900000000002
RNU6-1160P	1.31198	1.18551	1.2847899999999999	1.30001	1.30256	1.19251	1.05629	1.15561	1.06039	1.08195	1.19337	1.19251	1.12473	0.9646899999999999	1.12886	1.34407	1.12473	1.24117	1.04546	1.33053	1.43764
SLC35D2	5.2922400000000005	4.772880000000001	5.0597	5.14926	5.234369999999999	5.136880000000001	5.22363	5.22976	4.87193	5.7874300000000005	4.76537	4.74127	5.44309	5.22976	4.80091	5.47609	5.2705	5.62028	5.17978	5.40902	5.80261
ZNF367	4.16822	3.71874	4.14896	3.7204800000000002	3.9460300000000004	4.01253	4.12668	4.00235	4.16822	4.0587	4.10091	4.181019999999999	3.9377400000000002	4.63932	4.30619	4.02911	4.32782	4.43735	4.56148	4.73869	4.41524
CDC14B	4.0522	3.88955	4.07558	4.25888	4.0564800000000005	3.7614300000000003	3.85903	4.1515699999999995	4.54932	4.64009	3.44755	4.41602	4.29555	4.15254	4.16003	3.8893400000000002	4.20791	5.0848	4.0025	4.70866	5.0601
AAED1	3.55465	3.49146	3.1859900000000003	3.3495800000000004	3.3372699999999997	3.48845	3.50346	3.3302699999999996	3.9952199999999998	3.50346	2.92187	3.5813900000000003	3.36018	3.8424300000000002	3.4859199999999997	3.77421	3.36746	3.3062199999999997	3.6758900000000003	3.5534800000000004	3.69795
ZNF510	3.7942099999999996	4.09046	4.18436	4.09239	4.34633	3.9904699999999997	4.03127	4.05352	4.34884	3.53916	3.8069900000000003	4.2753	3.72434	4.21985	3.80061	3.8141599999999998	3.58265	3.8850300000000004	4.32089	4.10109	3.63594
ZNF782	3.89523	3.7806300000000004	3.88418	3.88999	3.88418	3.88686	4.00839	3.8247800000000005	4.02447	3.40371	4.06545	3.44633	3.96288	4.109369999999999	3.55229	3.88418	3.7073099999999997	4.1864099999999995	3.88418	3.94622	3.7448900000000003
HIATL2	8.11536	8.4275	8.241530000000001	8.02465	8.1086	8.00106	8.116589999999999	8.6965	8.29297	8.200619999999999	8.61058	8.069230000000001	8.57287	8.23697	8.51773	8.35069	8.46429	8.442260000000001	8.137030000000001	8.49874	8.41553
CTSV	2.27083	2.2369	2.0798400000000004	2.23264	2.43123	2.20129	2.16816	2.24633	2.19748	2.16552	2.6069999999999998	2.556	2.0873	2.45093	2.13009	1.98078	2.41885	2.3406700000000003	2.40135	2.33685	2.0581
LOC100130916	4.360469999999999	4.51726	4.29531	4.512169999999999	4.56002	4.31385	4.30428	4.56922	4.49918	4.625859999999999	4.33995	4.344130000000001	4.19045	4.06959	4.48451	4.60599	4.56309	4.77685	4.54634	4.34172	4.78536
RNU6-798P	3.3549	3.5454	3.88006	3.35972	3.59858	3.47387	3.5874	3.7413	3.80666	3.3867199999999995	3.7705900000000003	3.61292	3.8095	3.23912	3.30562	3.59401	3.7778300000000002	3.54054	3.51217	3.8431300000000004	3.39244
ZNF322	3.33344	3.6394300000000004	3.39269	3.50803	3.52115	3.5335300000000003	3.5713199999999996	3.63279	3.7474800000000004	3.5249099999999998	3.67078	3.1088400000000003	3.4948	3.8528800000000003	3.3706199999999997	4.16099	3.37431	3.30519	3.5249099999999998	3.6614800000000005	3.3686199999999995
LOC286359	2.84559	3.12394	2.77058	2.7436700000000003	3.2258400000000003	2.53039	2.38312	2.44395	2.01015	2.29438	2.5402299999999998	2.5685599999999997	2.3877599999999997	2.19958	2.38443	2.41439	2.75714	2.16506	2.20323	2.33609	2.67001
TSTD2	4.66235	4.84906	4.72928	4.6475599999999995	4.756130000000001	4.65223	4.66421	3.9932	4.71849	4.23146	4.3747	4.60745	4.54127	4.66477	4.3718900000000005	4.27114	3.9672699999999996	4.62702	4.6849	4.524780000000001	4.56193
XPA	6.2236199999999995	6.36845	6.2085	6.32554	6.7035100000000005	6.61037	6.40913	5.96018	6.52177	5.3562199999999995	6.48271	6.44842	6.10999	6.41	6.13226	5.8939699999999995	5.61076	6.29323	6.15057	6.09291	6.12413
C9orf156	5.078	5.24702	5.08465	4.857469999999999	4.90183	4.67439	4.77944	4.35139	4.67059	4.46974	4.61383	4.23984	4.67286	4.030959999999999	4.49904	4.79041	4.43195	4.68501	3.95356	4.48177	4.63565
HEMGN	4.17974	4.17475	4.86514	4.78428	3.7271900000000002	4.13122	3.7691199999999996	3.9314699999999996	2.65689	4.54919	2.9290599999999998	5.15359	2.90789	2.90453	3.8037699999999997	4.55085	2.96207	4.16	3.2117	5.79704	3.0253900000000002
TRIM14	6.33606	6.23503	6.49846	6.1445300000000005	6.50272	6.32104	6.48225	7.341810000000001	6.77995	5.78558	6.900689999999999	6.00122	6.04968	6.3736	6.71793	5.96021	6.18803	6.27119	6.07918	6.23583	6.27959
CORO2A	4.89745	5.0848	4.44238	4.654719999999999	4.79207	4.68268	4.63744	5.66725	4.948840000000001	4.84242	5.77891	4.56916	5.78129	4.89187	5.89228	5.2762	5.72912	5.49639	4.6324	6.33121	5.44307
TBC1D2	5.55167	5.74421	5.63852	5.835719999999999	5.4743900000000005	5.751530000000001	5.3118300000000005	6.07726	6.171469999999999	6.11955	6.155130000000001	4.519419999999999	6.23271	5.93229	6.40268	6.34851	6.46328	5.70245	5.3493	6.0479199999999995	6.29355
GABBR2	2.9791	2.82935	3.04163	2.82517	2.63502	2.35663	2.78861	2.74757	2.7210400000000003	2.78322	2.7029400000000003	3.04168	2.79933	3.0728400000000002	2.87775	2.8603	2.81663	2.82483	2.76923	2.9532	2.85767
ANKS6	4.17381	3.7895199999999996	3.70866	4.284619999999999	4.0000800000000005	4.228	3.70909	3.8543300000000005	3.81854	3.7677199999999997	4.00211	3.68468	3.7562599999999997	3.83322	3.60722	3.7562599999999997	3.4285300000000003	3.95571	3.88856	3.4854199999999995	3.4731699999999996
RNA5SP290	3.0666700000000002	3.26693	2.91321	3.35486	3.4761699999999998	3.1473400000000002	2.95788	2.90836	2.5455799999999997	3.1623200000000002	3.02703	3.73564	2.9919599999999997	2.0775099999999997	3.00527	3.7475199999999997	3.1909400000000003	3.14153	3.06763	3.4175800000000005	3.16332
RN7SL794P	3.1027	3.46054	3.50596	3.6951	3.7047800000000004	4.0583	3.62945	3.4806	4.00361	3.6184	3.9999800000000003	3.7003	2.90615	3.08355	3.5146800000000002	3.8255800000000004	3.6438599999999997	3.4335	2.97057	3.76404	4.00976
ALG2	5.86182	5.8548	5.97692	5.87255	6.01495	5.87194	5.89762	5.71234	6.14385	5.35572	5.51821	6.31348	5.88274	6.61804	5.79012	5.41352	5.6474400000000005	5.72115	6.34607	5.68393	5.9851
ERP44	7.27193	7.43075	7.54436	7.517510000000001	7.45662	7.232530000000001	7.5351	8.20899	8.31141	7.17116	8.042639999999999	7.81803	7.752389999999999	8.12987	8.03553	7.81663	7.57085	7.4352	7.83753	7.33758	7.39492
RPS2P35	3.0504700000000002	3.22155	3.01258	3.3469300000000004	2.8877	3.23199	2.7643299999999997	2.92499	3.08219	3.07461	3.08219	3.3697	2.90789	3.10913	2.87925	3.08219	3.07425	3.08219	2.9039	3.3733800000000005	3.49479
TEX10	5.14105	5.36775	5.18571	5.4061900000000005	5.43255	5.5164800000000005	5.57444	4.77379	5.45179	3.9715300000000004	5.1018300000000005	5.52324	5.16146	5.70872	5.04623	4.92749	4.43915	5.23731	5.66604	4.98714	5.0893
RN7SKP87	5.8547400000000005	6.00164	5.82747	5.89655	5.793069999999999	5.766030000000001	5.86486	5.84216	5.79179	6.06645	5.90526	5.84882	5.92154	5.71626	5.9728	5.75535	5.89001	5.83359	5.73431	5.833819999999999	5.6399
